puzzle,solution,difficulty,difficulty_level
000967251051302708009508340020800003910006020406100070000453060502080930003070405,384967251651342798279518346725894613918736524436125879897453162542681937163279485,40,Very Easy
005600102237000090000007350000000561080060947090041000300026000162739485970104230,845693172237415698619287354423978561581362947796541823354826719162739485978154236,41,Very Easy
003002050000003084000090700000700800600000010509201000000020500400850006070900030,763482951951673284248195763314769825627548319589231647196324578432857196875916432,56,Expert
000000400831462057940000068403027006050380170107640283009704805508006040374000602,765893421831462957942571368483127596256389174197645283629714835518236749374958612,37,Very Easy
570006210600740850000582900825304090904108000037269485040095000200003009059807640,578936214692741853413582967825374196964158732137269485741695328286413579359827641,37,Very Easy
100006007750400800002090600005000008807302061600081400008060004070800020000105000,189256347756413892342798615415679238897342561623581479238967154571834926964125783,51,Hard
000000104000400950400926070007000092009508040600090700004751030100840500200000007,796385124832417956415926873587164392329578641641293785964751238173842569258639417,50,Hard
010806500704105096060004003490010000203079000071452000100043000902507380030081245,319826574724135896568794123496318752253679418871452639185243967942567381637981245,41,Very Easy
500090020700324001020000008001008400000003150059000006600400000090010830040200967,514897623786324591923561748361958472872643159459172386637489215295716834148235967,51,Hard
103902047090600001080005629020014780870520003340000050000050074007801000652070098,163982547295647831784135629529314786876529413341768952918256374437891265652473198,42,Easy
050007000090602010721309000000536408000200030034170025580061200600023059040005063,356817942498652317721349586172536498865294731934178625583961274617423859249785163,43,Easy
060108009210006080009004060004000090901803042326709000700065208690000004008427000,465138729217596483839274165584612397971853642326749851743965218692381574158427936,45,Easy
000109000002005704016408950040091237030004109169200045000000370000080092924003006,453179628892365714716428953548691237237854169169237845685942371371586492924713586,43,Easy
400300001108000020050020490200469800000070000003000100002090018030002005000500600,429356781168947523357821496215469837684173259793285164572694318836712945941538672,54,Expert
000076054000002790009000023000003419003000675050041080007300040180409000504800000,321976854845132796769584123278653419413298675956741382697315248182469537534827961,49,Medium
018070025200400030000201407307508010000003004804710200740032000000950342030004700,418376925276495138953281467327548619195623874864719253749132586681957342532864791,45,Easy
008402000005900800400030700620000090000700510050309602509100000214685000700093140,178462359365917824492538761627851493943726518851349672539174286214685937786293145,47,Medium
004308190281009000300002005617090250000605710000071864020900001198020070000157000,574368192281549637369712485617894253842635719953271864725986341198423576436157928,43,Easy
010270050000610000307040062200000000701300400000792003600030000405008309000900580,816273954942615738357849162238451697791386425564792813689537241425168379173924586,51,Hard
300000000720004001000087000400098006005030080200000090090640805000009402000053060,354921678728364951619587243431798526975236184286415397197642835563879412842153769,54,Expert
000400070080512600003900040058094002200850730300020004600005417020703050800100306,912436875487512693563978241758394162246851739391627584639285417124763958875149326,45,Easy
360800000080092100204061000500030010000020857400050600600240008000580301807900062,361875249785492136294361785526738914139624857478159623613247598942586371857913462,47,Medium
608745000090801540540030076800600010703020004056190000100389407385000629900056000,638745291297861543541932876829674315713528964456193782162389457385417629974256138,40,Very Easy
040000000021870036806100245200506000600900451000007629002793000015608000903400760,349265187521874936876139245294516873637982451158347629462793518715628394983451762,43,Easy
580093241003000080040200030029005103170032490034001000010320604060000010307064009,586793241293416785741258936629845173175632498834971562918327654462589317357164829,43,Easy
002004180000000000000090546000005810060089003050040002600507000800020005295000000,572364189946851327183792546329675814461289753758143962634517298817926435295438671,54,Expert
087050003250041070100000005509000010620907580008020900075030001300485290400006008,987652143256341879134798625549863712623917584718524936875239461361485297492176358,45,Easy
000000800069503000010040600000704000103809200700000000900400007030000024004670003,475196832269583741318247659852714396143869275796325418981432567637958124524671983,55,Expert
000059083570000029000400000040500090000002305700010600806000007435001060290030014,624159783571368429983427156348576291169842375752913648816294537435781962297635814,50,Hard
700590000000831070002000000060070004000005763300020050905080020806000540000700308,783592416654831972192467835569173284218945763347628159975384621836219547421756398,52,Hard
809005200000000158502001600400160009080070502003400716000920830200040060005800020,819635274736294158542781693457162389681379542923458716164927835278543961395816427,47,Medium
000800002050000090103007058201000005000008003004000600907020000800430260040080310,769854132458213796123967458291376845576148923384592671937621584815439267642785319,53,Hard
947205000052700900000410002600320540024000600001607090008100375000004000016590020,947235816152786934863419752679328541324951687581647293498162375235874169716593428,46,Medium
000056470250400030000300000300104507040590310518723900406030090835907240970642050,183256479259471638764389125392164587647598312518723964426835791835917246971642853,38,Very Easy
940000130000608594800940627210000009003470000079082005000026003008000002700034900,946257138327618594851943627214365879583479216679182345195726483438591762762834951,46,Medium
